frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
497.55,-13.84,-4.11,-13.84,-4.11,4.11,-9.74,-9.74,-9.74
502.52,-13.68,-3.94,-13.68,-3.94,3.94,-9.74,-9.74,-9.74
507.55,-13.56,-3.82,-13.56,-3.82,3.82,-9.74,-9.74,-9.74
512.62,-13.40,-3.66,-13.40,-3.66,3.66,-9.74,-9.74,-9.74
517.75,-13.19,-3.45,-13.19,-3.45,3.45,-9.74,-9.74,-9.74
522.93,-12.97,-3.24,-12.97,-3.24,3.24,-9.74,-9.74,-9.74
528.16,-12.76,-3.03,-12.76,-3.03,3.03,-9.74,-9.74,-9.74
533.44,-12.56,-2.82,-12.56,-2.82,2.82,-9.74,-9.74,-9.74
538.77,-12.36,-2.62,-12.36,-2.62,2.62,-9.74,-9.74,-9.74
544.16,-12.23,-2.49,-12.23,-2.49,2.49,-9.74,-9.74,-9.74
549.60,-12.09,-2.35,-12.09,-2.35,2.35,-9.74,-9.74,-9.74
555.10,-11.88,-2.14,-11.88,-2.14,2.14,-9.74,-9.74,-9.74
560.65,-11.66,-1.92,-11.66,-1.92,1.92,-9.74,-9.74,-9.74
566.25,-11.56,-1.82,-11.56,-1.82,1.82,-9.74,-9.74,-9.74
571.92,-11.49,-1.75,-11.49,-1.75,1.75,-9.74,-9.74,-9.74
577.64,-11.34,-1.60,-11.34,-1.60,1.60,-9.74,-9.74,-9.74
583.41,-11.18,-1.44,-11.18,-1.44,1.44,-9.74,-9.74,-9.74
589.25,-11.08,-1.34,-11.08,-1.34,1.34,-9.74,-9.74,-9.74
595.14,-10.98,-1.24,-10.98,-1.24,1.24,-9.74,-9.74,-9.74
601.09,-10.85,-1.11,-10.85,-1.11,1.11,-9.74,-9.74,-9.74
607.10,-10.75,-1.01,-10.75,-1.01,1.01,-9.74,-9.74,-9.74
613.17,-10.65,-0.91,-10.65,-0.91,0.91,-9.74,-9.74,-9.74
619.30,-10.50,-0.76,-10.50,-0.76,0.76,-9.74,-9.74,-9.74
625.50,-10.36,-0.62,-10.36,-0.62,0.62,-9.74,-9.74,-9.74
631.75,-10.22,-0.48,-10.22,-0.48,0.48,-9.74,-9.74,-9.74
638.07,-9.95,-0.21,-9.95,-0.21,0.21,-9.74,-9.74,-9.74
644.45,-9.59,0.15,-9.59,0.15,-0.15,-9.74,-9.74,-9.74
650.89,-9.39,0.35,-9.39,0.35,-0.35,-9.74,-9.74,-9.74
657.40,-9.27,0.47,-9.27,0.47,-0.47,-9.74,-9.74,-9.74
663.98,-9.11,0.63,-9.11,0.63,-0.63,-9.74,-9.74,-9.74
670.62,-9.00,0.74,-9.00,0.74,-0.74,-9.74,-9.74,-9.74
677.32,-8.93,0.81,-8.93,0.81,-0.81,-9.74,-9.74,-9.74
684.10,-8.83,0.91,-8.83,0.91,-0.91,-9.74,-9.74,-9.74
690.94,-8.75,0.99,-8.75,0.99,-0.99,-9.74,-9.74,-9.74
697.85,-8.59,1.15,-8.59,1.15,-1.15,-9.74,-9.74,-9.74
704.83,-8.31,1.42,-8.31,1.42,-1.42,-9.74,-9.74,-9.74
711.87,-8.17,1.57,-8.17,1.57,-1.57,-9.74,-9.74,-9.74
718.99,-8.08,1.66,-8.08,1.66,-1.66,-9.74,-9.74,-9.74
726.18,-7.80,1.94,-7.80,1.94,-1.94,-9.74,-9.74,-9.74
733.44,-7.49,2.25,-7.49,2.25,-2.25,-9.74,-9.74,-9.74
740.78,-7.24,2.50,-7.24,2.50,-2.50,-9.74,-9.74,-9.74
748.19,-6.90,2.83,-6.90,2.83,-2.83,-9.74,-9.74,-9.74
755.67,-6.54,3.20,-6.54,3.20,-3.20,-9.74,-9.74,-9.74
763.23,-6.12,3.61,-6.12,3.61,-3.61,-9.74,-9.74,-9.74
770.86,-5.79,3.95,-5.79,3.95,-3.95,-9.74,-9.74,-9.74
778.57,-5.72,4.02,-5.72,4.02,-4.02,-9.74,-9.74,-9.74
786.35,-5.45,4.29,-5.45,4.29,-4.29,-9.74,-9.74,-9.74
794.22,-4.98,4.75,-4.98,4.75,-4.75,-9.74,-9.74,-9.74
802.16,-4.67,5.07,-4.67,5.07,-5.07,-9.74,-9.74,-9.74
810.18,-4.43,5.31,-4.43,5.31,-5.31,-9.74,-9.74,-9.74
818.28,-4.38,5.36,-4.38,5.36,-5.36,-9.74,-9.74,-9.74
826.46,-4.27,5.47,-4.27,5.47,-5.47,-9.74,-9.74,-9.74
834.73,-4.03,5.71,-4.03,5.71,-5.71,-9.74,-9.74,-9.74
843.08,-3.82,5.92,-3.82,5.92,-5.92,-9.74,-9.74,-9.74
851.51,-3.46,6.27,-3.46,6.27,-6.27,-9.74,-9.74,-9.74
860.02,-3.30,6.44,-3.30,6.44,-6.44,-9.74,-9.74,-9.74
868.62,-3.18,6.56,-3.18,6.56,-6.56,-9.74,-9.74,-9.74
877.31,-2.93,6.81,-2.93,6.81,-6.81,-9.74,-9.74,-9.74
886.08,-2.82,6.92,-2.82,6.92,-6.92,-9.74,-9.74,-9.74
894.94,-2.71,7.03,-2.71,7.03,-7.03,-9.74,-9.74,-9.74
903.89,-2.65,7.09,-2.65,7.09,-7.09,-9.74,-9.74,-9.74
912.93,-2.23,7.51,-2.23,7.51,-7.51,-9.74,-9.74,-9.74
922.06,-1.85,7.89,-1.85,7.89,-7.89,-9.74,-9.74,-9.74
931.28,-1.78,7.96,-1.78,7.96,-7.96,-9.74,-9.74,-9.74
940.59,-1.73,8.01,-1.73,8.01,-8.01,-9.74,-9.74,-9.74
950.00,-1.45,8.29,-1.45,8.29,-8.29,-9.74,-9.74,-9.74
959.50,-1.02,8.72,-1.02,8.72,-8.72,-9.74,-9.74,-9.74
969.09,-0.89,8.85,-0.89,8.85,-8.85,-9.74,-9.74,-9.74
978.78,-0.45,9.29,-0.45,9.29,-9.29,-9.74,-9.74,-9.74
988.57,-0.15,9.59,-0.15,9.59,-9.59,-9.74,-9.74,-9.74
998.46,-0.03,9.71,-0.03,9.71,-9.71,-9.74,-9.74,-9.74
1008.44,0.19,9.93,0.19,9.93,-9.93,-9.74,-9.74,-9.74
1018.53,0.67,10.41,0.67,10.41,-10.41,-9.74,-9.74,-9.74
1028.71,0.53,10.27,0.53,10.27,-10.27,-9.74,-9.74,-9.74
1039.00,0.64,10.38,0.64,10.38,-10.38,-9.74,-9.74,-9.74
1049.39,1.06,10.80,1.06,10.80,-10.80,-9.74,-9.74,-9.74
1059.88,1.15,10.89,1.15,10.89,-10.89,-9.74,-9.74,-9.74
1070.48,1.15,10.89,1.15,10.89,-10.89,-9.74,-9.74,-9.74
1081.19,1.57,11.31,1.57,11.31,-11.31,-9.74,-9.74,-9.74
1092.00,1.51,11.25,1.51,11.25,-11.25,-9.74,-9.74,-9.74
1102.92,1.68,11.42,1.68,11.42,-11.42,-9.74,-9.74,-9.74
1113.95,2.15,11.89,2.15,11.89,-11.89,-9.74,-9.74,-9.74
1125.09,2.14,11.88,2.14,11.88,-11.88,-9.74,-9.74,-9.74
1136.34,2.06,11.80,2.06,11.80,-11.80,-9.74,-9.74,-9.74
1147.70,2.44,12.18,2.44,12.18,-12.18,-9.74,-9.74,-9.74
1159.18,2.32,12.06,2.32,12.06,-12.06,-9.74,-9.74,-9.74
1170.77,2.31,12.05,2.31,12.05,-12.05,-9.74,-9.74,-9.74
1182.48,2.34,12.08,2.34,12.08,-12.08,-9.74,-9.74,-9.74
1194.30,2.16,11.90,2.16,11.90,-11.90,-9.74,-9.74,-9.74
1206.25,2.55,12.29,2.55,12.29,-12.29,-9.74,-9.74,-9.74
1218.31,2.38,12.12,2.38,12.12,-12.12,-9.74,-9.74,-9.74
1230.49,2.09,11.83,2.09,11.83,-11.83,-9.74,-9.74,-9.74
1242.80,2.51,12.25,2.51,12.25,-12.25,-9.74,-9.74,-9.74
1255.22,2.36,12.09,2.36,12.09,-12.09,-9.74,-9.74,-9.74
1267.78,1.98,11.72,1.98,11.72,-11.72,-9.74,-9.74,-9.74
1280.45,2.15,11.89,2.15,11.89,-11.89,-9.74,-9.74,-9.74
1293.26,2.37,12.11,2.37,12.11,-12.11,-9.74,-9.74,-9.74
1306.19,1.96,11.70,1.96,11.70,-11.70,-9.74,-9.74,-9.74
1319.25,2.04,11.78,2.04,11.78,-11.78,-9.74,-9.74,-9.74
1332.45,2.12,11.86,2.12,11.86,-11.86,-9.74,-9.74,-9.74
1345.77,1.99,11.73,1.99,11.73,-11.73,-9.74,-9.74,-9.74
1359.23,2.26,12.00,2.26,12.00,-12.00,-9.74,-9.74,-9.74
1372.82,2.09,11.83,2.09,11.83,-11.83,-9.74,-9.74,-9.74
1386.55,1.87,11.61,1.87,11.61,-11.61,-9.74,-9.74,-9.74
1400.41,1.79,11.53,1.79,11.53,-11.53,-9.74,-9.74,-9.74
1414.42,1.97,11.71,1.97,11.71,-11.71,-9.74,-9.74,-9.74
1428.56,1.38,11.12,1.38,11.12,-11.12,-9.74,-9.74,-9.74
1442.85,1.38,11.12,1.38,11.12,-11.12,-9.74,-9.74,-9.74
1457.28,1.24,10.98,1.24,10.98,-10.98,-9.74,-9.74,-9.74
1471.85,0.95,10.69,0.95,10.69,-10.69,-9.74,-9.74,-9.74
1486.57,0.68,10.42,0.68,10.42,-10.42,-9.74,-9.74,-9.74
1501.43,0.31,10.05,0.31,10.05,-10.05,-9.74,-9.74,-9.74
1516.45,0.05,9.79,0.05,9.79,-9.79,-9.74,-9.74,-9.74
1531.61,-0.44,9.30,-0.44,9.30,-9.30,-9.74,-9.74,-9.74
1546.93,-0.78,8.96,-0.78,8.96,-8.96,-9.74,-9.74,-9.74
1562.40,-1.12,8.62,-1.12,8.62,-8.62,-9.74,-9.74,-9.74
1578.02,-1.55,8.19,-1.55,8.19,-8.19,-9.74,-9.74,-9.74
1593.80,-1.81,7.93,-1.81,7.93,-7.93,-9.74,-9.74,-9.74
1609.74,-1.92,7.82,-1.92,7.82,-7.82,-9.74,-9.74,-9.74
1625.84,-2.13,7.61,-2.13,7.61,-7.61,-9.74,-9.74,-9.74
1642.10,-2.02,7.72,-2.02,7.72,-7.72,-9.74,-9.74,-9.74
1658.52,-2.24,7.50,-2.24,7.50,-7.50,-9.74,-9.74,-9.74
1675.10,-2.14,7.60,-2.14,7.60,-7.60,-9.74,-9.74,-9.74
1691.85,-2.41,7.33,-2.41,7.33,-7.33,-9.74,-9.74,-9.74
1708.77,-2.42,7.32,-2.42,7.32,-7.32,-9.74,-9.74,-9.74
1725.86,-2.51,7.23,-2.51,7.23,-7.23,-9.74,-9.74,-9.74
1743.12,-2.58,7.16,-2.58,7.16,-7.16,-9.74,-9.74,-9.74
1760.55,-2.60,7.14,-2.60,7.14,-7.14,-9.74,-9.74,-9.74
1778.15,-2.86,6.88,-2.86,6.88,-6.88,-9.74,-9.74,-9.74
1795.94,-2.84,6.90,-2.84,6.90,-6.90,-9.74,-9.74,-9.74
1813.90,-3.12,6.62,-3.12,6.62,-6.62,-9.74,-9.74,-9.74
1832.03,-3.29,6.45,-3.29,6.45,-6.45,-9.74,-9.74,-9.74
1850.36,-3.40,6.34,-3.40,6.34,-6.34,-9.74,-9.74,-9.74
1868.86,-3.38,6.36,-3.38,6.36,-6.36,-9.74,-9.74,-9.74
1887.55,-3.42,6.32,-3.42,6.32,-6.32,-9.74,-9.74,-9.74
1906.42,-3.36,6.38,-3.36,6.38,-6.38,-9.74,-9.74,-9.74
1925.49,-3.32,6.42,-3.32,6.42,-6.42,-9.74,-9.74,-9.74
1944.74,-3.34,6.40,-3.34,6.40,-6.40,-9.74,-9.74,-9.74
1964.19,-3.13,6.61,-3.13,6.61,-6.61,-9.74,-9.74,-9.74
1983.83,-3.12,6.62,-3.12,6.62,-6.62,-9.74,-9.74,-9.74
2003.67,-2.86,6.88,-2.86,6.88,-6.88,-9.74,-9.74,-9.74
2023.71,-2.64,7.10,-2.64,7.10,-7.10,-9.74,-9.74,-9.74
2043.94,-2.54,7.20,-2.54,7.20,-7.20,-9.74,-9.74,-9.74
2064.38,-2.33,7.41,-2.33,7.41,-7.41,-9.74,-9.74,-9.74
2085.03,-2.24,7.50,-2.24,7.50,-7.50,-9.74,-9.74,-9.74
2105.88,-2.05,7.69,-2.05,7.69,-7.69,-9.74,-9.74,-9.74
2126.94,-1.99,7.75,-1.99,7.75,-7.75,-9.74,-9.74,-9.74
2148.20,-1.94,7.80,-1.94,7.80,-7.80,-9.74,-9.74,-9.74
2169.69,-1.88,7.86,-1.88,7.86,-7.86,-9.74,-9.74,-9.74
2191.38,-1.86,7.88,-1.86,7.88,-7.88,-9.74,-9.74,-9.74
2213.30,-1.90,7.84,-1.90,7.84,-7.84,-9.74,-9.74,-9.74
2235.43,-1.92,7.82,-1.92,7.82,-7.82,-9.74,-9.74,-9.74
2257.78,-2.08,7.66,-2.08,7.66,-7.66,-9.74,-9.74,-9.74
2280.36,-2.27,7.47,-2.27,7.47,-7.47,-9.74,-9.74,-9.74
2303.17,-2.41,7.33,-2.41,7.33,-7.33,-9.74,-9.74,-9.74
2326.20,-2.58,7.16,-2.58,7.16,-7.16,-9.74,-9.74,-9.74
2349.46,-2.75,6.99,-2.75,6.99,-6.99,-9.74,-9.74,-9.74
2372.95,-2.95,6.79,-2.95,6.79,-6.79,-9.74,-9.74,-9.74
2396.68,-3.08,6.66,-3.08,6.66,-6.66,-9.74,-9.74,-9.74
2420.65,-3.29,6.45,-3.29,6.45,-6.45,-9.74,-9.74,-9.74
2444.86,-3.61,6.13,-3.61,6.13,-6.13,-9.74,-9.74,-9.74
2469.31,-3.70,6.04,-3.70,6.04,-6.04,-9.74,-9.74,-9.74
2494.00,-3.92,5.82,-3.92,5.82,-5.82,-9.74,-9.74,-9.74
2518.94,-4.05,5.69,-4.05,5.69,-5.69,-9.74,-9.74,-9.74
2544.13,-4.28,5.46,-4.28,5.46,-5.46,-9.74,-9.74,-9.74
2569.57,-4.27,5.47,-4.27,5.47,-5.47,-9.74,-9.74,-9.74
2595.27,-4.27,5.47,-4.27,5.47,-5.47,-9.74,-9.74,-9.74
2621.22,-4.27,5.47,-4.27,5.47,-5.47,-9.74,-9.74,-9.74
2647.43,-4.24,5.50,-4.24,5.50,-5.50,-9.74,-9.74,-9.74
2673.90,-4.16,5.58,-4.16,5.58,-5.58,-9.74,-9.74,-9.74
2700.64,-4.10,5.64,-4.10,5.64,-5.64,-9.74,-9.74,-9.74
2727.65,-4.12,5.62,-4.12,5.62,-5.62,-9.74,-9.74,-9.74
2754.93,-4.16,5.58,-4.16,5.58,-5.58,-9.74,-9.74,-9.74
2782.48,-4.26,5.48,-4.26,5.48,-5.48,-9.74,-9.74,-9.74
2810.30,-4.46,5.28,-4.46,5.28,-5.28,-9.74,-9.74,-9.74
2838.40,-4.57,5.17,-4.57,5.17,-5.17,-9.74,-9.74,-9.74
2866.79,-4.83,4.91,-4.83,4.91,-4.91,-9.74,-9.74,-9.74
2895.46,-5.18,4.56,-5.18,4.56,-4.56,-9.74,-9.74,-9.74
2924.41,-5.39,4.35,-5.39,4.35,-4.35,-9.74,-9.74,-9.74
2953.65,-5.54,4.20,-5.54,4.20,-4.20,-9.74,-9.74,-9.74
2983.19,-5.67,4.07,-5.67,4.07,-4.07,-9.74,-9.74,-9.74
3013.02,-5.65,4.09,-5.65,4.09,-4.09,-9.74,-9.74,-9.74
3043.15,-5.55,4.19,-5.55,4.19,-4.19,-9.74,-9.74,-9.74
3073.58,-5.36,4.38,-5.36,4.38,-4.38,-9.74,-9.74,-9.74
3104.32,-5.20,4.54,-5.20,4.54,-4.54,-9.74,-9.74,-9.74
3135.36,-5.00,4.74,-5.00,4.74,-4.74,-9.74,-9.74,-9.74
3166.72,-4.91,4.83,-4.91,4.83,-4.83,-9.74,-9.74,-9.74
3198.38,-4.65,5.09,-4.65,5.09,-5.09,-9.74,-9.74,-9.74
3230.37,-4.33,5.41,-4.33,5.41,-5.41,-9.74,-9.74,-9.74
3262.67,-4.17,5.57,-4.17,5.57,-5.57,-9.74,-9.74,-9.74
3295.30,-3.98,5.76,-3.98,5.76,-5.76,-9.74,-9.74,-9.74
3328.25,-3.86,5.88,-3.86,5.88,-5.88,-9.74,-9.74,-9.74
3361.53,-3.73,6.01,-3.73,6.01,-6.01,-9.74,-9.74,-9.74
3395.15,-3.60,6.14,-3.60,6.14,-6.14,-9.74,-9.74,-9.74
3429.10,-3.38,6.36,-3.38,6.36,-6.36,-9.74,-9.74,-9.74
3463.39,-3.19,6.55,-3.19,6.55,-6.55,-9.74,-9.74,-9.74
3498.03,-2.98,6.76,-2.98,6.76,-6.76,-9.74,-9.74,-9.74
3533.01,-2.71,7.03,-2.71,7.03,-7.03,-9.74,-9.74,-9.74
3568.34,-2.41,7.33,-2.41,7.33,-7.33,-9.74,-9.74,-9.74
3604.02,-2.22,7.52,-2.22,7.52,-7.52,-9.74,-9.74,-9.74
3640.06,-1.91,7.83,-1.91,7.83,-7.83,-9.74,-9.74,-9.74
3676.46,-1.73,8.01,-1.73,8.01,-8.01,-9.74,-9.74,-9.74
3713.22,-1.51,8.23,-1.51,8.23,-8.23,-9.74,-9.74,-9.74
3750.36,-1.33,8.41,-1.33,8.41,-8.41,-9.74,-9.74,-9.74
3787.86,-1.13,8.61,-1.13,8.61,-8.61,-9.74,-9.74,-9.74
3825.74,-0.83,8.91,-0.83,8.91,-8.91,-9.74,-9.74,-9.74
3864.00,-0.50,9.24,-0.50,9.24,-9.24,-9.74,-9.74,-9.74
3902.64,-0.13,9.61,-0.13,9.61,-9.61,-9.74,-9.74,-9.74
3941.66,0.23,9.97,0.23,9.97,-9.97,-9.74,-9.74,-9.74
3981.08,0.54,10.28,0.54,10.28,-10.28,-9.74,-9.74,-9.74
4020.89,0.67,10.41,0.67,10.41,-10.41,-9.74,-9.74,-9.74
4061.10,0.85,10.59,0.85,10.59,-10.59,-9.74,-9.74,-9.74
4101.71,1.04,10.78,1.04,10.78,-10.78,-9.74,-9.74,-9.74
4142.73,1.27,11.01,1.27,11.01,-11.01,-9.74,-9.74,-9.74
4184.15,1.74,11.48,1.74,11.48,-11.48,-9.74,-9.74,-9.74
4226.00,1.96,11.70,1.96,11.70,-11.70,-9.74,-9.74,-9.74
4268.26,2.35,12.09,2.35,12.09,-12.09,-9.74,-9.74,-9.74
4310.94,2.80,12.54,2.80,12.54,-12.54,-9.74,-9.74,-9.74
4354.05,3.24,12.98,3.24,12.98,-12.98,-9.74,-9.74,-9.74
4397.59,3.49,13.23,3.49,13.23,-13.23,-9.74,-9.74,-9.74
4441.56,3.66,13.40,3.66,13.40,-13.40,-9.74,-9.74,-9.74
4485.98,3.90,13.64,3.90,13.64,-13.64,-9.74,-9.74,-9.74
4530.84,4.13,13.87,4.13,13.87,-13.87,-9.74,-9.74,-9.74
4576.15,4.18,13.92,4.18,13.92,-13.92,-9.74,-9.74,-9.74
4621.91,4.19,13.93,4.19,13.93,-13.93,-9.74,-9.74,-9.74
4668.13,4.25,13.99,4.25,13.99,-13.99,-9.74,-9.74,-9.74
4714.81,4.16,13.90,4.16,13.90,-13.90,-9.74,-9.74,-9.74
4761.96,4.24,13.98,4.24,13.98,-13.98,-9.74,-9.74,-9.74
4809.58,4.33,14.07,4.33,14.07,-14.07,-9.74,-9.74,-9.74
4857.67,4.07,13.81,4.07,13.81,-13.81,-9.74,-9.74,-9.74
4906.25,4.11,13.85,4.11,13.85,-13.85,-9.74,-9.74,-9.74
4955.31,4.00,13.74,4.00,13.74,-13.74,-9.74,-9.74,-9.74
5004.87,4.01,13.75,4.01,13.75,-13.75,-9.74,-9.74,-9.74
5054.91,4.28,14.02,4.28,14.02,-14.02,-9.74,-9.74,-9.74
5105.46,4.05,13.79,4.05,13.79,-13.79,-9.74,-9.74,-9.74
5156.52,4.01,13.75,4.01,13.75,-13.75,-9.74,-9.74,-9.74
5208.08,3.90,13.64,3.90,13.64,-13.64,-9.74,-9.74,-9.74
5260.16,3.65,13.39,3.65,13.39,-13.39,-9.74,-9.74,-9.74
5312.77,3.39,13.13,3.39,13.13,-13.13,-9.74,-9.74,-9.74
5365.89,3.12,12.86,3.12,12.86,-12.86,-9.74,-9.74,-9.74
5419.55,2.84,12.58,2.84,12.58,-12.58,-9.74,-9.74,-9.74
5473.75,2.49,12.23,2.49,12.23,-12.23,-9.74,-9.74,-9.74
5528.49,2.23,11.97,2.23,11.97,-11.97,-9.74,-9.74,-9.74
5583.77,2.11,11.85,2.11,11.85,-11.85,-9.74,-9.74,-9.74
5639.61,1.88,11.62,1.88,11.62,-11.62,-9.74,-9.74,-9.74
5696.00,1.62,11.36,1.62,11.36,-11.36,-9.74,-9.74,-9.74
5752.96,1.51,11.25,1.51,11.25,-11.25,-9.74,-9.74,-9.74
5810.49,1.22,10.96,1.22,10.96,-10.96,-9.74,-9.74,-9.74
5868.60,0.92,10.66,0.92,10.66,-10.66,-9.74,-9.74,-9.74
5927.28,0.79,10.53,0.79,10.53,-10.53,-9.74,-9.74,-9.74
5986.56,0.58,10.32,0.58,10.32,-10.32,-9.74,-9.74,-9.74
6046.42,0.35,10.09,0.35,10.09,-10.09,-9.74,-9.74,-9.74
6106.89,0.09,9.83,0.09,9.83,-9.83,-9.74,-9.74,-9.74
6167.96,0.11,9.85,0.11,9.85,-9.85,-9.74,-9.74,-9.74
6229.64,-0.19,9.55,-0.19,9.55,-9.55,-9.74,-9.74,-9.74
6291.93,-0.22,9.52,-0.22,9.52,-9.52,-9.74,-9.74,-9.74
6354.85,-0.25,9.49,-0.25,9.49,-9.49,-9.74,-9.74,-9.74
6418.40,-0.56,9.18,-0.56,9.18,-9.18,-9.74,-9.74,-9.74
6482.58,-0.80,8.94,-0.80,8.94,-8.94,-9.74,-9.74,-9.74
6547.41,-1.19,8.55,-1.19,8.55,-8.55,-9.74,-9.74,-9.74
6612.88,-1.45,8.29,-1.45,8.29,-8.29,-9.74,-9.74,-9.74
6679.01,-1.81,7.93,-1.81,7.93,-7.93,-9.74,-9.74,-9.74
6745.80,-2.18,7.56,-2.18,7.56,-7.56,-9.74,-9.74,-9.74
6813.26,-2.60,7.14,-2.60,7.14,-7.14,-9.74,-9.74,-9.74
6881.39,-3.02,6.72,-3.02,6.72,-6.72,-9.74,-9.74,-9.74
6950.21,-3.53,6.21,-3.53,6.21,-6.21,-9.74,-9.74,-9.74
7019.71,-3.90,5.84,-3.90,5.84,-5.84,-9.74,-9.74,-9.74
7089.91,-4.27,5.47,-4.27,5.47,-5.47,-9.74,-9.74,-9.74
7160.81,-4.52,5.22,-4.52,5.22,-5.22,-9.74,-9.74,-9.74
7232.41,-4.75,4.99,-4.75,4.99,-4.99,-9.74,-9.74,-9.74
7304.74,-5.00,4.74,-5.00,4.74,-4.74,-9.74,-9.74,-9.74
7377.79,-5.15,4.59,-5.15,4.59,-4.59,-9.74,-9.74,-9.74
7451.56,-5.34,4.40,-5.34,4.40,-4.40,-9.74,-9.74,-9.74
7526.08,-5.60,4.14,-5.60,4.14,-4.14,-9.74,-9.74,-9.74
7601.34,-6.03,3.71,-6.03,3.71,-3.71,-9.74,-9.74,-9.74
7677.35,-6.58,3.16,-6.58,3.16,-3.16,-9.74,-9.74,-9.74
7754.13,-7.18,2.56,-7.18,2.56,-2.56,-9.74,-9.74,-9.74
7831.67,-7.80,1.94,-7.80,1.94,-1.94,-9.74,-9.74,-9.74
7909.98,-8.32,1.42,-8.32,1.42,-1.42,-9.74,-9.74,-9.74
7989.08,-8.58,1.16,-8.58,1.16,-1.16,-9.74,-9.74,-9.74
8068.98,-8.81,0.93,-8.81,0.93,-0.93,-9.74,-9.74,-9.74
8149.67,-9.05,0.69,-9.05,0.69,-0.69,-9.74,-9.74,-9.74
8231.16,-9.38,0.36,-9.38,0.36,-0.36,-9.74,-9.74,-9.74
8313.47,-9.67,0.07,-9.67,0.07,-0.07,-9.74,-9.74,-9.74
8396.61,-10.00,-0.26,-10.00,-0.26,0.26,-9.74,-9.74,-9.74
8480.57,-10.38,-0.64,-10.38,-0.64,0.64,-9.74,-9.74,-9.74
8565.38,-10.81,-1.07,-10.81,-1.07,1.07,-9.74,-9.74,-9.74
8651.03,-11.23,-1.49,-11.23,-1.49,1.49,-9.74,-9.74,-9.74
8737.54,-11.68,-1.94,-11.68,-1.94,1.94,-9.74,-9.74,-9.74
8824.92,-12.11,-2.37,-12.11,-2.37,2.37,-9.74,-9.74,-9.74
8913.17,-12.49,-2.75,-12.49,-2.75,2.75,-9.74,-9.74,-9.74
9002.30,-12.91,-3.17,-12.91,-3.17,3.17,-9.74,-9.74,-9.74
9092.32,-13.04,-3.30,-13.04,-3.30,3.30,-9.74,-9.74,-9.74
9183.25,-13.06,-3.32,-13.06,-3.32,3.32,-9.74,-9.74,-9.74
9275.08,-13.16,-3.42,-13.16,-3.42,3.42,-9.74,-9.74,-9.74
9367.83,-13.32,-3.58,-13.32,-3.58,3.58,-9.74,-9.74,-9.74
9461.51,-13.43,-3.69,-13.43,-3.69,3.69,-9.74,-9.74,-9.74
9556.12,-13.53,-3.79,-13.53,-3.79,3.79,-9.74,-9.74,-9.74
9651.68,-13.59,-3.85,-13.59,-3.85,3.85,-9.74,-9.74,-9.74
9748.20,-13.60,-3.86,-13.60,-3.86,3.86,-9.74,-9.74,-9.74
9845.68,-13.62,-3.88,-13.62,-3.88,3.88,-9.74,-9.74,-9.74
9944.14,-13.68,-3.94,-13.68,-3.94,3.94,-9.74,-9.74,-9.74
10043.58,-13.78,-4.04,-13.78,-4.04,4.04,-9.74,-9.74,-9.74
10144.02,-13.93,-4.19,-13.93,-4.19,4.19,-9.74,-9.74,-9.74
10245.46,-14.11,-4.37,-14.11,-4.37,4.37,-9.74,-9.74,-9.74
10347.91,-14.35,-4.61,-14.35,-4.61,4.61,-9.74,-9.74,-9.74
10451.39,-14.32,-4.58,-14.32,-4.58,4.58,-9.74,-9.74,-9.74
10555.91,-14.04,-4.30,-14.04,-4.30,4.30,-9.74,-9.74,-9.74
10661.46,-13.69,-3.95,-13.69,-3.95,3.95,-9.74,-9.74,-9.74
10768.08,-13.22,-3.48,-13.22,-3.48,3.48,-9.74,-9.74,-9.74
10875.76,-12.75,-3.01,-12.75,-3.01,3.01,-9.74,-9.74,-9.74
10984.52,-12.36,-2.62,-12.36,-2.62,2.62,-9.74,-9.74,-9.74
11094.36,-12.00,-2.26,-12.00,-2.26,2.26,-9.74,-9.74,-9.74
11205.31,-11.62,-1.88,-11.62,-1.88,1.88,-9.74,-9.74,-9.74
11317.36,-11.30,-1.56,-11.30,-1.56,1.56,-9.74,-9.74,-9.74
11430.53,-11.12,-1.38,-11.12,-1.38,1.38,-9.74,-9.74,-9.74
11544.84,-11.00,-1.26,-11.00,-1.26,1.26,-9.74,-9.74,-9.74
11660.29,-10.98,-1.24,-10.98,-1.24,1.24,-9.74,-9.74,-9.74
11776.89,-11.03,-1.29,-11.03,-1.29,1.29,-9.74,-9.74,-9.74
11894.66,-11.04,-1.30,-11.04,-1.30,1.30,-9.74,-9.74,-9.74
12013.60,-10.98,-1.24,-10.98,-1.24,1.24,-9.74,-9.74,-9.74
12133.74,-10.84,-1.10,-10.84,-1.10,1.10,-9.74,-9.74,-9.74
12255.08,-10.71,-0.97,-10.71,-0.97,0.97,-9.74,-9.74,-9.74
12377.63,-10.60,-0.86,-10.60,-0.86,0.86,-9.74,-9.74,-9.74
12501.41,-10.64,-0.90,-10.64,-0.90,0.90,-9.74,-9.74,-9.74
12626.42,-10.78,-1.04,-10.78,-1.04,1.04,-9.74,-9.74,-9.74
12752.68,-10.99,-1.25,-10.99,-1.25,1.25,-9.74,-9.74,-9.74
12880.21,-11.20,-1.46,-11.20,-1.46,1.46,-9.74,-9.74,-9.74
